name,space_id,color
S2005-G60Y,0,C5C4B7
S2005-G70Y,0,C3C5B5
S2005-G80Y,0,C9C7B4
S2005-G90Y,0,CBC6B6
S2005-R,0,CBBEBC
S2005-R10B,0,CABEBE
S2005-R20B,0,C7BBBD
S2005-R30B,0,C7BFC2
S2005-R40B,0,C7BFC4
S2005-R50B,0,C1BDC3
S2005-R60B,0,C2C0C6
S2005-R70B,0,BFC1C7
S2005-R80B,0,BEC1C5
S2005-R90B,0,BBC2C7
S2005-Y,0,CDC6B5
S2005-Y10R,0,CBC3B0
S2005-Y20R,0,CCC2B2
S2005-Y30R,0,CEC2B2
S2005-Y40R,0,CDBEAD
S2005-Y50R,0,CBBFB1
S2005-Y60R,0,CCBEB3
S2005-Y70R,0,CDBEB5
S2005-Y80R,0,C9BBB6
S2005-Y90R,0,CBBEBB
S2010-B,0,ACBBC3
S2010-B10G,0,ADBBBF
S2010-B30G,0,AAC0C1
S2010-B50G,0,ABC0BE
S2010-B70G,0,ACC0BC
S2010-B90G,0,ADC3B9
S2010-G,0,B0C3B5
S2010-G10Y,0,B4C6B6
S2010-G20Y,0,B1BFAF
S2010-G30Y,0,B7C2AE
S2010-G40Y,0,BEC3AF
S2010-G50Y,0,C0C2AD
S2010-G60Y,0,BEC0A9
S2010-G70Y,0,C3C2A6
S2010-G80Y,0,C8C4A6
S2010-G90Y,0,C8C1A0
S2010-R,0,CCB6B3
S2010-R10B,0,CAB3B4
S2010-R20B,0,C9B3B8
S2010-R30B,0,C6B4BC
S2010-R40B,0,C5B7C2
S2010-R50B,0,C3B8C4
S2010-R60B,0,BCBAC6
S2010-R70B,0,B7BBC9
S2010-R80B,0,B0BAC6
S2010-R90B,0,B1BEC5
S2010-Y,0,CBC0A2
S2010-Y10R,0,CABC9F
S2010-Y20R,0,CEBB9E
S2010-Y30R,0,D5C0A5
S2010-Y40R,0,D2B69D
S2010-Y50R,0,D5B8A4
S2010-Y60R,0,D2B5A5
S2010-Y70R,0,D1B6A8
S2010-Y80R,0,CAB0A7
S2010-Y90R,0,CCB3AD
S2020-B,0,94B6C5
S2020-B10G,0,8FB5BF
S2020-B30G,0,91BEC3
S2020-B40G,0,91BBBD
S2020-B50G,0,8DB9B6
S2020-B60G,0,91BCB7
S2020-B70G,0,8DBDB5
S2020-B90G,0,95BCAE
S2020-G,0,9BBEA9
S2020-G10Y,0,A0BEA2
S2020-G20Y,0,A1BE9E
S2020-G30Y,0,ACBF9B
S2020-G40Y,0,B1BD96
S2020-G50Y,0,B4BD92
S2020-G60Y,0,BCBE91
S2020-G70Y,0,C0C18E
S2020-G80Y,0,C6BF8C
S2020-G90Y,0,CCC18F
S2020-R,0,CEA3A3
S2020-R10B,0,CDA3A8
S2020-R20B,0,C9A0AB
S2020-R30B,0,CBA7B6
S2020-R40B,0,C2A5BA
S2020-R50B,0,BAA8C1
S2020-R60B,0,AFABC7
S2020-R70B,0,A7ADC6
S2020-R80B,0,9EB0C8
S2020-R90B,0,98B2C6
S2020-Y,0,CDBD8D
S2020-Y10R,0,CFB88A
S2020-Y20R,0,D6B689
S2020-Y30R,0,D9B48B
S2020-Y40R,0,D5AA87
S2020-Y50R,0,D4A68A
S2020-Y60R,0,D3A68D
S2020-Y70R,0,D5A593
S2020-Y80R,0,D1A398
S2020-Y90R,0,D7A49C
S2030-B,0,7CADC5
S2030-B10G,0,78AFBF
S2030-B30G,0,6CAEB5
S2030-B40G,0,6CB2B4
S2030-B50G,0,6FB2AF
S2030-B60G,0,73B8B2
S2030-B70G,0,70B5AC
S2030-B90G,0,7AB8A2
S2030-G,0,7EB899
S2030-G10Y,0,85B793
S2030-G20Y,0,8DB58A
S2030-G30Y,0,98B785
S2030-G40Y,0,A5B781
S2030-G50Y,0,AFBB80
S2030-G60Y,0,B8BD79
S2030-G70Y,0,BCBC79
S2030-G80Y,0,C4B974
S2030-G90Y,0,C7B874
S2030-R,0,D28E8F
S2030-R10B,0,CE8F9A
S2030-R20B,0,CA90A1
S2030-R30B,0,CB93AA
S2030-R40B,0,BB91B1
S2030-R50B,0,B899BC
S2030-R60B,0,A89EC5
S2030-R70B,0,96A0C5
S2030-R80B,0,8CA2C7
S2030-R90B,0,81A5C3
S2030-Y,0,CBB372
S2030-Y10R,0,D5B373
S2030-Y20R,0,D5AB72
S2030-Y30R,0,DAA570
S2030-Y40R,0,DA9D71
S2030-Y50R,0,DE9B76
S2030-Y60R,0,DE9A7A
S2030-Y70R,0,DD9681
S2030-Y80R,0,D89081
S2030-Y90R,0,D38E88
S2040-B,0,5B9FBF
S2040-B10G,0,50A1BA
S2040-B20G,0,4AA9B8
S2040-B30G,0,45A7B0
S2040-B40G,0,4BADB1
S2040-B50G,0,4DADAC
S2040-B60G,0,43B1AB
S2040-B70G,0,42ACA0
S2040-B80G,0,4BB19E
S2040-B90G,0,52AE94
S2040-G,0,5FB08C
S2040-G10Y,0,6DB282
S2040-G20Y,0,7CB07B
S2040-G30Y,0,87B170
S2040-G40Y,0,99B167
S2040-G50Y,0,A5B567
S2040-G60Y,0,AFB664
S2040-G70Y,0,B8B75E
S2040-G80Y,0,C1B85D
S2040-G90Y,0,CAB860
S2040-R,0,D07A7D
S2040-R10B,0,CB7887
S2040-R20B,0,C97890
S2040-R30B,0,C37A9C
S2040-R40B,0,B77FAB
S2040-R50B,0,AB83B5
S2040-R60B,0,9C8BC1
S2040-R70B,0,8691C8
S2040-R80B,0,7596C6
S2040-R90B,0,6B9CC5
S2040-Y,0,D3B560
S2040-Y10R,0,D5AC5C
S2040-Y20R,0,DDA55A
S2040-Y30R,0,DC9D5D
S2040-Y40R,0,DD945D
S2040-Y50R,0,DA8D5E
S2040-Y80R,0,D88071
S2040-Y90R,0,D17E79
S2050-B,0,2495BE
S2050-B10G,0,0098B6
S2050-B20G,0,009BB0
S2050-B30G,0,00A1AE
S2050-B40G,0,00A3A9
S2050-B50G,0,00A09F
S2050-B60G,0,00A39C
S2050-B70G,0,00A79A
S2050-B80G,0,00A791
S2050-B90G,0,15A788
S2050-G,0,32A679
S2050-G10Y,0,4DA771
S2050-G20Y,0,63A863
S2050-G30Y,0,7AA758
S2050-G40Y,0,8EAA51
S2050-G50Y,0,9CAD51
S2050-G70Y,0,B7B84D
S2050-G80Y,0,B8B046
S2050-G90Y,0,C4B047
S2050-R,0,CD656C
S2050-R10B,0,C56171
S2050-R20B,0,CA6083
S2050-R30B,0,BF628E
